spcd;common_name;genus;species
7713;Melastoma sanguineum;Melastoma;sanguineum
6093;Alsophila portoricensis;Alsophila;portoricensis
8330;Waioli Valley pritchardia;Pritchardia;perlmanii
6060;tall albizia;Albizia;procera
6082;palo de caja;Allophylus;racemosus
6061;ukall ra ngebard;Albizia;retusa
352;white alder;Alnus;rhombifolia
351;red alder;Alnus;rubra
6062;whiteflower albizia;Albizia;saponaria
6097;alstonia;Alstonia;
6084;chebeludes;Allophylus;ternatus
6085;ebeludes, chebeludes;Allophylus;timorensis
7154;brown-woolly fig;Ficus;drupacea
7155;Indian rubberplant;Ficus;elastica
7156;mati;Ficus;godeffroyi
7158;Ficus lutea;Ficus;lutea
7159;fiddleleaf fig;Ficus;lyrata
7160;Chinese banyan;Ficus;microcarpa
7162;tibig;Ficus;nota
7164;amate;Ficus;obtusifolia
7163;aoa;Ficus;obliqua
7165;aoa;Ficus;prolixa
7166;peepul tree;Ficus;religiosa
7167;Port Jackson fig;Ficus;rubiginosa
7173;jaguey;Ficus;stahlii
7362;Heritiera;Heritiera;
7174;sycamore fig;Ficus;sycomorus
7175;Chinese banyan;Ficus;thonningii
7176;mati;Ficus;tinctoria
7177;jaguey blanco;Ficus;trigonata
7178;mati;Ficus;uniauriculata
7179;higo;Ficus;virens
7190;Flueggea acidoton;Flueggea;acidoton
7188;Queensland maple;Flindersia;brayleyana
7191;poumuli;Flueggea;flexuosa
7184;governor's plum;Flacourtia;indica
7185;batoko plum;Flacourtia;inermis
7192;mehamehame;Flueggea;neowawraea
7186;filimoto;Flacourtia;rukam
7193;bushweed;Flueggea;
7194;inkbush;Forestiera;eggersiana
7198;oval kumquat;Fortunella;margarita
7195;caca ravet;Forestiera;rhamnifolia
7196;Florida swampprivet;Forestiera;segregata
541;white ash;Fraxinus;americana
540;ash ;Fraxinus;
5491;Berlandier ash;Fraxinus;berlandieriana
548;Carolina ash;Fraxinus;caroliniana
542;Oregon ash;Fraxinus;latifolia
543;black ash;Fraxinus;nigra
544;green ash;Fraxinus;pennsylvanica
545;pumpkin ash;Fraxinus;profunda
546;blue ash;Fraxinus;quadrangulata
7202;West Indian buckthorn;Frangula;sphaerosperma
549;Texas ash;Fraxinus;texensis
7206;shamel ash;Fraxinus;uhdei
547;velvet ash;Fraxinus;velutina
7207;Bolivian fuchsia;Fuchsia;boliviana
7209;fuchsia;Fuchsia;
7210;silkrubber;Funtumia;elastica
7208;shrubby fuchsia;Fuchsia;paniculata
7231;llume;Gaussia;attenuata
7224;forest gardenia;Gardenia;brighamii
7212;Gourka;Garcinia;dulcis
7229;manuai vivao;Garuga;floribunda
8299;eggfruit;Pouteria;campechiana
8297;Abiu;Pouteria;caimito
8298;elangel, chelangel;Pouteria;calcarea
7752;St. Johns melicope;Melicope;saint-johnii
8273;yucca plum pine;Podocarpus;coriaceus
8279;violet tree;Polygala;cowellii
742;eastern cottonwood;Populus;deltoides
745;plains cottonwood;Populus;deltoides
8300;cocuyo;Pouteria;dictyoneura
8275;Poitea florida;Poitea;florida
748;Fremont cottonwood;Populus;fremontii
8283;bungaruau;Polyscias;grandifolia
743;bigtooth aspen;Populus;grandidentata
8284;geranium aralia;Polyscias;guilfoylei
744;swamp cottonwood;Populus;heterophylla
8292;kattai;Ponapea;hosinoi
8301;redmammee;Pouteria;hotteana
8293;Ponapea ledermanniana;Ponapea;ledermanniana
8289;Polyscias;Polyscias;
8302;bullytree;Pouteria;multiflora
8294;Ponapea;Ponapea;
753;Lombardy poplar;Populus;nigra
8286;bngei;Polyscias;nodosa
8303;lalahag;Pouteria;obovata
8280;crevajosa;Polygala;penaea
8276;Poitea punicea;Poitea;punicea
740;cottonwood and poplar ;Populus;
8304;alaa;Pouteria;sandwicensis
8305;mammee sapote;Pouteria;sapota
8287;tagitagi;Polyscias;samoensis
8288;shield aralia;Polyscias;scutellaria
746;quaking aspen;Populus;tremuloides
8306;pouteria;Pouteria;
8311;Prestoea acuminata;Prestoea;acuminata
8315;Hawaii pritchardia;Pritchardia;affinis
769;Allegheny plum;Prunus;alleghaniensis
766;American plum;Prunus;americana
770;Chickasaw plum;Prunus;angustifolia
8316;Maui pritchardia;Pritchardia;arecina
771;sweet cherry, domesticated;Prunus;avium
8317;Kilauea pritchardia;Pritchardia;beccariana
772;sour cherry, domesticated;Prunus;cerasus
8342;jand;Prosopis;cineraria
8340;guasimilla;Prockia;crucis
773;European plum, domesticated;Prunus;domestica
7753;Mt. Kaala melicope;Melicope;sandwicensis
7799;sago palm;Metroxylon;sagu
768;bitter cherry;Prunus;emarginata
756;honey mesquite;Prosopis;glandulosa
8319;Makaleha pritchardia;Pritchardia;hardyi
8320;loulu lelo;Pritchardia;hillebrandii
8337;pritchardia;Pritchardia;
8343;mesquite;Prosopis;juliflora
8321;Waianae Range pritchardia;Pritchardia;kaalae
8322;Lanai pritchardia;Pritchardia;lanaiensis
8323;loulu;Pritchardia;lanigera
8324;Limahuli Valley pritchardia;Pritchardia;limahuliensis
6078;lumbang;Aleurites;trisperma
6091;toi;Alphitonia;zizyphoides
357;common serviceberry;Amelanchier;arborea
6103;balsam torchwood;Amyris;balsamifera
852;sea torchwood;Amyris;elemifera
356;serviceberry ;Amelanchier;
6101;black calabash;Amphitecna;latifolia
358;roundleaf serviceberry;Amelanchier;sanguinea
6146;placa chiquitu;Antirhea;acutata
6106;anacardium;Anacardium;
6120;canelillo;Aniba;bracteata
6129;custard apple;Annona;reticulata
6137;Antidesma bunius;Antidesma;bunius
8369;Kauai wild coffee;Psychotria;greenwelliae
6124;Annona cherimola;Annona;cherimola
6147;pegwood;Antirhea;coriacea
6125;ilama;Annona;diversifolia
6118;dermarm;Angiopteris;evecta
853;pond-apple;Annona;glabra
6114;cabbagebark tree;Andira;inermis
6109;Anacolosa insularis;Anacolosa;insularis
6148;Antirhea inconspicua;Antirhea;inconspicua
6135;Kapua china laurel;Antidesma;kapuae
6138;Antidesma kusaiense;Antidesma;kusaiense
6149;palo iloron;Antirhea;lucida
6127;mountain soursop;Annona;montana
6128;soursop;Annona;muricata
6130;Annona;Annona;
6150;quina roja;Antirhea;obtusifolia
6107;cashew;Anacardium;occidentale
6111;Anadenanthera peregrina;Anadenanthera;peregrina
6139;ha a;Antidesma;platyphyllum
6151;Puerto Rico quina;Antirhea;portoricensis
6142;Antidesma ponapense;Antidesma;ponapense
6143;hame;Antidesma;pulvinatum
6152;Sintenis' quina;Antirhea;sintenisii
6131;sugar apple;Annona;squamosa
6145;chinalaurel;Antidesma;
6159;Alexandra palm;Archontophoenix;alexandrae
6171;breadfruit;Artocarpus;altilis
6154;parana pine;Araucaria;angustifolia
362;Arizona madrone;Arbutus;arizonica
6158;Araucaria;Araucaria;
6179;taputoi;Arytera;brackenridgei
360;madrone ;Arbutus;
6167;betelnut;Areca;catechu
6155;New Caledonia pine;Araucaria;columnaris
6166;marlberry;Ardisia;
915;other palms;Family Arecaceae;not listed above
6161;shoebutton;Ardisia;elliptica
6156;Norfolk Island Pine;Araucaria;excelsa
6162;ausubon;Ardisia;glauciflora
6157;Norfolk Island pine;Araucaria;heterophylla
6173;Artocarpus heterophyllus;Artocarpus;heterophyllus
6163;mountain marlberry;Ardisia;luquillensis
7213;lemon saptree;Garcinia;hessii
7334;fa`aili;Harpullia;arborea
7214;mangosteen;Garcinia;mangostana
7225;Oahu gardenia;Gardenia;mannii
7218;palo de cruz;Garcinia;portoricensis
7217;konpuil;Garcinia;ponapensis
7221;Garcinia;Garcinia;
7227;gardenia;Gardenia;
7226;Remys gardenia;Gardenia;remyi
7219;tilol;Garcinia;rumiyo
7228;Tahitian gardenia;Gardenia;taitensis
7223;Garcinia xanthochymus;Garcinia;xanthochymus
7235;jagua;Genipa;americana
7237;arbol de Navidad;Gesneria;pedunculosa
7233;taipoipo;Geniostoma;rupestre
561;ginkgo, maidenhair tree;Ginkgo;biloba
7241;Gironniera celtidifolia;Gironniera;celtidifolia
7239;bastard gregre;Ginoria;rohrii
551;waterlocust;Gleditsia;aquatica
7247;masame;Glochidion;cuspidatum
550;honeylocust ;Gleditsia;
7248;Glochidion marianum;Glochidion;marianum
7250;Glochidion;Glochidion;
7249;masame;Glochidion;ramiflorum
7245;quickstick;Gliricidia;sepium
7372;Kauai island-aster;Hesperomannia;lydgatei
7759;samoensis;Melicytus;samoensis
552;honeylocust;Gleditsia;triacanthos
7251;belau;Gmelina;elliptica
7253;Gmelina;Gmelina;
7252;blacheos;Gmelina;palawensis
7262;Creole cotton;Gossypium;barbadense
7260;Goniothalamus carolinensis;Goniothalamus;carolinensis
7256;mata buey;Goetzea;elegans
7264;Gossypium hirsutum;Gossypium;hirsutum
555;loblolly-bay;Gordonia;lasianthus
7258;grand merisier;Gomidesia;lindeniana
7272;kahiliflower;Grevillea;banksii
7275;fau ui;Grewia;crenata
7274;grevillea;Grevillea;
7268;Graffenrieda ottoschulzii;Graffenrieda;ottoschulzii
7273;silkoak;Grevillea;robusta
7294;haya minga;Guatteria;blainii
7295;haya blanca;Guatteria;caribaea
882;beeftree, longleaf blolly;Guapira;discolor
7299;hammock velvetseed;Guettarda;elliptica
7285;black mampoo;Guapira;fragrans
8400;wild coffee;Psychotria;
7288;alligatorwood;Guarea;glabra
7290;American muskwood;Guarea;guidonia
7312;Guioa;Guioa;
7367;Hernandia;Hernandia;
7300;frogwood;Guettarda;krugii
7282;paipai;Guamia;mariannae
7286;corcho prieto;Guapira;obtusata
7302;cucubano de vieques;Guettarda;odorata
7279;lignum-vitae;Guaiacum;officinale
7303;cucubano;Guettarda;ovalifolia
7313;bochela uchererak, uch;Gulubia;palauensis
8325;Molokai pritchardia;Pritchardia;lowreyana
774;Mahaleb cherry, domesticated;Prunus;mahaleb
8326;Koolau Range pritchardia;Pritchardia;martii
8327;Alakai Swamp pritchardia;Pritchardia;minor
8328;Kamalo pritchardia;Pritchardia;munroi
8346;West Indian cherry;Prunus;myrtifolia
765;Canada plum;Prunus;nigra
8307;ahgao;Premna;obtusifolia
8347;western cherry laurel;Prunus;occidentalis
755;mesquite ;Prosopis;
8329;fan palm;Pritchardia;pacifica
8344;kiawe;Prosopis;pallida
761;pin cherry;Prunus;pensylvanica
764;peach;Prunus;persica
8341;fua lole;Procris;pedunculata
758;screwbean mesquite;Prosopis;pubescens
8308;Premna pubescens;Premna;pubescens
8331;Nihoa pritchardia;Pritchardia;remota
8336;lands of papa pritchardia;Pritchardia;schattaueri
762;black cherry;Prunus;serotina
8309;aloalo;Premna;serratifolia
8349;Prunus serotina;Prunus;serotina
760;cherry and plum ;Prunus;
757;velvet mesquite;Prosopis;velutina
763;chokecherry;Prunus;virginiana
8338;stickybud pritchardia;Pritchardia;viscosa
8339;poleline pritchardia;Pritchardia;waialealeana
8354;mountain guava;Psidium;amplexicaule
8361;cachimbo-cumun;Psychotria;berteriana
8362;palo de cachimbo;Psychotria;brachiata
8363;Browne's wild coffee;Psychotria;brownei
8355;strawberry guava;Psidium;cattleianum
8364;Psychotria domingensis;Psychotria;domingensis
200;Douglas-fir ;Pseudotsuga;
8365;Koolau Range wild coffee;Psychotria;fauriei
8366;largeflower wild coffee;Psychotria;grandiflora
8367;cachimbo grande;Psychotria;grandis
8356;guava;Psidium;guajava
8370;Waianae Range wild coffee;Psychotria;hathewayi
8373;kopikoula;Psychotria;hawaiiensis
8377;woodland wild coffee;Psychotria;hexandra
8382;Oahu wild coffee;Psychotria;hexandra
8386;milolii kopiwai;Psychotria;hobdyi
8387;matalafi;Psychotria;insularum
8388;kopiko kea;Psychotria;kaduana
8358;Psidium longipes;Psidium;longipes
201;bigcone Douglas-fir;Pseudotsuga;macrocarpa
8389;cachimbo de gato;Psychotria;maleolens
8391;cachimbo de maricao;Psychotria;maricaensis
8392;forest wild coffee;Psychotria;mariniana
8393;opiko;Psychotria;mauiensis
202;Douglas-fir;Pseudotsuga;menziesii
8394;thicket wild coffee;Psychotria;microdon
8395;floating balsamo;Psychotria;nutans
8402;alahee;Psydrax;odorata
6175;dugdug, Marianas breadfruit;Artocarpus;mariannensis
8390;aplohkateng;Psychotria;mariana
8406;pteralyxia;Pteralyxia;
361;Pacific madrone;Arbutus;menziesii
6176;Artocarpus nobilis;Artocarpus;nobilis
6164;Guadeloupe marlberry;Ardisia;obovata
6177;Marang;Artocarpus;odoratissimus
6169;cabo-negro;Arenga;pinnata
6165;China-shrub;Ardisia;solanacea
6178;meduu;Artocarpus;
363;Texas madrone;Arbutus;xalapensis
6181;afia;Ascarina;diffusa
6185;Astronidium navigatorum;Astronidium;navigatorum
6186;meskui;Astronidium;palauense
6187;Astronidium pickeringii;Astronidium;pickeringii
6188;Astronidium samoense;Astronidium;samoense
6190;Astronidium subcordata;Astronidium;subcordata
367;pawpaw;Asimina;triloba
6189;Astronidium;Astronidium;
6193;ifi ifi;Atuna;racemosa
6200;biut;Avicennia;alba
6197;Bilimbi;Averrhoa;bilimbi
6198;carambola;Averrhoa;carambola
6199;Averrhoa;Averrhoa;
986;black-mangrove;Avicennia;germinans
6205;Avicennia;Avicennia;
6203;Avicennia marina;Avicennia;marina
6206;neem;Azadirachta;indica
6220;sea putat;Barringtonia;asiatica
6225;Bauhinia binata;Bauhinia;binata
6264;angels-trumpet;Brugmansia;candida
6224;Bastardiopsis eggersii;Bastardiopsis;eggersii
6215;bamboo;Bambusa;
6226;Napoleon's plume;Bauhinia;monandra
6227;petite flamboyant bauhinia;Bauhinia;multinervia
6228;railroadfence;Bauhinia;pauletia
6213;ralm;Badusa;palauensis
6217;Puerto Rico palo de ramon;Banara;portoricensis
6229;butterfly tree;Bauhinia;purpurea
6221;langaasag;Barringtonia;racemosa
6223;Barringtonia;Barringtonia;
6222;falaga;Barringtonia;samoensis
6208;Saitamu;Baccaurea;taitensis
6231;St. Thomas tree;Bauhinia;tomentosa
6230;bauhinia;Bauhinia;
6232;mountain ebony;Bauhinia;variegata
6219;Vanderbilt's palo de ramon;Banara;vanderbiltii
6216;common bamboo;Bambusa;vulgaris
371;yellow birch;Betula;alleghaniensis
6235;Caribbean myrtlecroton;Bernardia;dichotoma
372;sweet birch;Betula;lenta
373;river birch;Betula;nigra
374;water birch;Betula;occidentalis
375;paper birch;Betula;papyrifera
6233;slugwood;Beilschmiedia;pendula
7332;Haplolobus floribundus;Haplolobus;floribundus
379;gray birch;Betula;populifolia
370;birch ;Betula;
377;Virginia roundleaf birch;Betula;uber
378;northwestern paper birch;Betula;x utahensis
6236;Javanese bishopwood;Bischofia;javanica
7305;roseta;Guettarda;pungens
7311;rhoifolia;Guioa;rhoifolia
7280;holywood;Guajacum;sanctum
7306;wild guave;Guettarda;scabra
7307;puapua;Guettarda;speciosa
7298;bastardcedar;Guazuma;ulmifolia
7309;cucubano de monte;Guettarda;valenzuelana
7319;vilivili;Gyrocarpus;americanus
571;Kentucky coffeetree;Gymnocladus;dioicus
7315;West Indian false box;Gyminda;latifolia
7317;oysterwood;Gymnanthes;lucida
7321;bloodwoodtree;Haematoxylum;campechianum
581;Carolina silverbell;Halesia;carolina
582;two-wing silverbell;Halesia;diptera
580;silverbell ;Halesia;
583;little silverbell;Halesia;parviflora
7330;scarletbush;Hamelia;patens
7327;palo de hueso;Haenianthus;salicifolius
7341;cigarbush;Hedyosmum;arborescens
7371;Maui island-aster;Hesperomannia;arbuscula
7374;toyon;Heteromeles;arbutifolia
7370;Lanai island-aster;Hesperomannia;arborescens
7381;para rubber tree;Hevea;brasiliensis
7336;false locust;Hebestigma;cubense
7338;denticulata;Hedycarya;denticulata
7340;Hedycarya;Hedycarya;
7345;starviolet;Hedyotis;
7377;palma brava;Heterospathe;elata
7353;camasey peludo;Henriettea;fascicularis
7343;Fosbergs starviolet;Hedyotis;fosbergii
7344;manono;Hedyotis;hillebrandii
7347;screwtree;Helicteres;jamaicensis
7359;ufa;Heritiera;littoralis
7350;heliocarpus;Heliocarpus;
7360;ufa halemtano;Heritiera;longipetiolata
7354;MacFadyen's camasey;Henriettea;macfadyenii
7355;thinleaf camasey;Henriettea;membranifolia
7363;pipi;Hernandia;moerenhoutiana
7364;pua, Chinese lantern tree;Hernandia;nymphaeifolia
7365;Hernandia ovigera;Hernandia;ovigera
7366;mago;Hernandia;sonora
7373;island-aster;Hesperomannia;
7357;jusillo;Henriettea;squamulosum
7346;variable starviolet;Hedyotis;terminalis
7376;toyon;Heteromeles;
7393;white rosemallow;Hibiscus;arnottianus
7390;hibiscadelphus;Hibiscadelphus;
7411;rosemallow;Hibiscus;
7384;hau kuahiwi;Hibiscadelphus;bombycinus
7397;Brackenridges rosemallow;Hibiscus;brackenridgei
7401;lemonyellow rosemallow;Hibiscus;calyphyllus
7402;red Kauai rosemallow;Hibiscus;clayi
7385;lava hau kuahiwi;Hibiscadelphus;crucibracteatus
7386;Kauai hau kuahiwi;Hibiscadelphus;distans
8397;hairy wild coffee;Psychotria;pubescens
8398;Psychotria rhombocarpa;Psychotria;rhombocarpa
8399;Psychotria rotensis;Psychotria;rotensis
8353;Florida cherry palm;Pseudophoenix;sargentii
8359;Sintenis' guava;Psidium;sintenisii
8352;false breadnut;Pseudolmedia;spuria
8401;leatherleaf wild coffee;Psychotria;wawrae
8407;pterocarpus;Pterocarpus;indicus
8404;Kauai pteralyxia;Pteralyxia;kauaiensis
8412;Ptychococcus ledermannianus;Ptychococcus;ledermannianus
8405;ridged pteralyxia;Pteralyxia;macrocarpa
8409;Malabar kino;Pterocarpus;marsupium
8408;Burma padauk;Pterocarpus;macrocarpus
8415;Macarthur feather palm;Ptychosperma;macarthuri
8410;dragonsblood tree;Pterocarpus;officinalis
8416;chesdbuuch;Ptychosperma;palauense
8418;Ptychosperma;Ptychosperma;
8419;pomegranate;Punica;granatum
801;California live oak;Quercus;agrifolia
802;white oak;Quercus;alba
803;Arizona white oak;Quercus;arizonica
804;swamp white oak;Quercus;bicolor
8513;Buckley oak;Quercus;buckleyi
805;canyon live oak;Quercus;chrysolepis
806;scarlet oak;Quercus;coccinea
807;blue oak;Quercus;douglasii
809;northern pin oak;Quercus;ellipsoidalis
810;Emory oak;Quercus;emoryi
811;Engelmann oak;Quercus;engelmannii
800;oak ;Quercus;
812;southern red oak;Quercus;falcata
7454;English holly;Ilex;aquifolium
814;Gambel oak;Quercus;gambelii
815;Oregon white oak;Quercus;garryana
851;Chisos oak;Quercus;graciliformis
8511;Graves oak;Quercus;gravesii
846;gray oak;Quercus;grisea
843;silverleaf oak;Quercus;hypoleucoides
816;scrub oak;Quercus;ilicifolia
817;shingle oak;Quercus;imbricaria
842;bluejack oak;Quercus;incana
818;California black oak;Quercus;kelloggii
8514;Lacey oak;Quercus;laceyi
819;turkey oak;Quercus;laevis
820;laurel oak;Quercus;laurifolia
821;California white oak;Quercus;lobata
822;overcup oak;Quercus;lyrata
823;bur oak;Quercus;macrocarpa
824;blackjack oak;Quercus;marilandica
840;dwarf post oak;Quercus;margarettiae
6238;lipsticktree;Bixa;orellana
6237;bishopwood;Bischofia;
6239;bixa;Bixa;
6240;akee;Blighia;sapida
6245;ahakea;Bobea;
6242;akupa;Bobea;brevipes
6248;bocconia;Bocconia;
6251;white alling;Bontia;daphnoides
6243;ahakea lau nui;Bobea;elatior
6247;parrotweed;Bocconia;frutescens
6253;Bourreria radula;Bourreria;radula
6244;Hawaii dogweed;Bobea;sandwicensis
6255;bodywood;Bourreria;succulenta
6246;ahakea;Bobea;timonioides
6257;roble de guayo;Bourreria;virgata
6250;virgata;Boehmeria;virgata
6272;American brunfelsia;Brunfelsia;americana
6260;kanawao;Broussaisia;arguta
6270;West Indian sumac;Brunellia;comocladiifolia
6273;Serpentine Hill raintree;Brunfelsia;densifolia
6274;vega blanca;Brunfelsia;lactea
6267;smallflower bruguiera;Bruguiera;parviflora
6262;paper mulberry;Broussonetia;papyrifera
6275;Puerto Rico raintree;Brunfelsia;portoricensis
6268;Oriental mangrove;Bruguiera;sexangula
6269;bruguiera;Bruguiera;
6286;dogtail;Buddleja;asiatica
6284;gregorywood;Bucida;buceras
6280;Buchanania;Buchanania;
6277;omail;Buchanania;engleriana
6295;cafe forastero;Bunchosia;glandulosa
6294;cafe falso;Bunchosia;glandulifera
6303;Buxus laevigata;Buxus;laevigata
6278;gasu;Buchanania;merrillii
6279;omail, deuachel;Buchanania;palawensis
6304;Puerto Rico box;Buxus;portoricensis
6297;Bunchosia polystachia;Bunchosia;polystachia
6299;Burckella richii;Burckella;richii
854;gumbo limbo;Bursera;simaruba
6283;fourleaf buchenavia;Buchenavia;tetraphylla
6405;keuert;Casearia;cauliflora
6306;Vahl's box;Buxus;vahlii
6308;maricao cimun;Byrsonima;crassifolia
6311;Long Key locustberry;Byrsonima;lucida
6313;doncella;Byrsonima;spicata
6315;almendrillo;Byrsonima;wadsworthii
6402;rabo de ranton;Casearia;aculeata
409;mockernut hickory;Carya;alba
6383;burro blanco;Capparis;amplissima
6326;caparosa;Callicarpa;ampla
6338;Antilles calophyllum;Calophyllum;antillanum
401;water hickory;Carya;aquatica
6403;gia verde;Casearia;arborea
6384;caper;Capparis;baducca
451;southern catalpa;Catalpa;bignonioides
7403;mahoe;Hibiscus;elatus
7387;Kilauea hau kuahiwi;Hibiscadelphus;giffardianus
7388;Hualalai hau kuahiwi;Hibiscadelphus;hualalaiensis
7404;red rosemallow;Hibiscus;kokio
6498;ellipticleaf papala;Charpentiera;elliptica
883;manchineel;Hippomane;mancinella
7407;largeleaf rosemallow;Hibiscus;macrophyllus
7408;Dixie rosemallow;Hibiscus;mutabilis
7409;seaside mahoe;Hibiscus;pernambucensis
7389;hau kuahiwi;Hibiscadelphus;puakuahiwi
8526;sandalwood;Santalum;
8528;lonomea;Sapindus;oahuense
7410;shoeblackplant;Hibiscus;rosa-sinensis
7418;teta de burra cinarron;Hirtella;rugosa
7412;sea hibiscus;Hibiscus;tiliaceus
7420;pigeonberry;Hirtella;triandra
7413;white Kauai rosemallow;Hibiscus;waimeae
7391;Maui hau kuahiwi;Hibiscadelphus;wilderianus
7392;Woods hau kuahiwi;Hibiscadelphus;woodii
8008;fanuamamala;Homalanthus;acuminatus
7427;chemeklachel, eumail;Horsfieldia;amklaal
8010;Homalanthus;Homalanthus;
7428;ersachel;Horsfieldia;novoguineensis
7429;Horsfieldia nunu;Horsfieldia;nunu
8009;fanuamamala;Homalanthus;nutans
7430;chersachel;Horsfieldia;palauensis
7422;white cogwood;Homalium;racemosum
7431;Horsfieldia;Horsfieldia;
7424;Homalium whitmeeanum;Homalium;whitmeeanum
7434;sandbox tree;Hura;crepitans
7448;Canary Island St. Johnswort;Hypericum;canariense
7438;cedro macho;Hyeronima;clusioides
7442;stinkingtoe;Hymenaea;courbaril
7446;limestone snakevine;Hyperbaena;laurifolia
7440;nightblooming cactus;Hylocereus;
7445;inkwood;Hypelate;trifoliata
7441;nightblooming cactus;Hylocereus;undatus
7453;Hawaii holly;Ilex;anomala
7455;dahoon;Ilex;cassine
7456;te;Ilex;cookii
7464;holly;Ilex;
7457;maconcona;Ilex;guianensis
7458;Caribbean holly;Ilex;macfadyenii
7459;Puerto Rico holly;Ilex;nitida
591;American holly;Ilex;opaca
7460;mate;Ilex;paraguariensis
7462;gongolin;Ilex;sideroxyloides
7463;Sintenis' holly;Ilex;sintenisii
7465;Urban's holly;Ilex;urbaniana
7466;Ilex urbaniana;Ilex;urbaniana
7477;ifilele;Intsia;bijuga
7475;ifi;Inocarpus;fagifer
7467;inga;Inga;
6518;goosefoot;Chenopodium;
7777;omechidel;Meryta;senfftiana
7470;sacky sac bean;Inga;laurina
7471;Inga nobilis;Inga;nobilis
7474;river koko;Inga;vera
6375;Pili Nut;Canarium;ovatum
7479;palo de hierro;Ixora;ferrea
7481;white jungleflame;Ixora;thwaitesii
7485;braceletwood;Jacquinia;armillaris
825;swamp chestnut oak;Quercus;michauxii
841;dwarf live oak;Quercus;minima
826;chinkapin oak;Quercus;muehlenbergii
827;water oak;Quercus;nigra
829;Mexican blue oak;Quercus;oblongifolia
844;Oglethorpe oak;Quercus;oglethorpensis
830;pin oak;Quercus;palustris
813;cherrybark oak;Quercus;pagoda
831;willow oak;Quercus;phellos
8512;Mexican white oak;Quercus;polymorpha
845;dwarf chinkapin oak;Quercus;prinoides
832;chestnut oak;Quercus;prinus
833;northern red oak;Quercus;rubra
6422;Cassia;Cassia;
6630;swampforest clermontia;Clermontia;waimeae
847;netleaf oak;Quercus;rugosa
834;Shumard oak;Quercus;shumardii
836;Delta post oak;Quercus;similis
808;Durand oak;Quercus;sinuata
835;post oak;Quercus;stellata
8424;cork oak;Quercus;suber
828;Texas red oak;Quercus;texana
8422;swizzlestick tree;Quararibea;turbinata
837;black oak;Quercus;velutina
838;live oak;Quercus;virginiana
839;interior live oak;Quercus;wislizeni
8425;white indigoberry;Randia;aculeata
8432;omechidel;Rauvolfia;insularis
8436;traveler's tree;Ravenala;madagascariensis
8430;togo vao;Rapanea;myricifolia
8433;palo amargo;Rauvolfia;nitida
8434;devils-pepper;Rauvolfia;sandwicensis
8439;tortugo prieto;Ravenia;urbanii
8435;devils-pepper;Rauvolfia;
8431;poison devils-pepper;Rauvolfia;vomitoria
6460;emeridech;Cerbera;floribunda
8444;guama;Reynosia;guama
8445;Krug's darlingplum;Reynosia;krugii
8440;vi vao;Reynoldsia;lanutoensis
8442;ohe makai;Reynoldsia;sandwicensis
8447;sloe;Reynosia;uncinata
8443;reynoldsia;Reynoldsia;
8458;mangle;Rhizophora;apiculata
8456;Rheeda;Rheedia;edulis
8463;mangrove;Rhizophora;
8460;Rhizophora lamarckii;Rhizophora;lamarckii
989;American mangrove;Rhizophora;mangle
8462;mangle hembra;Rhizophora;mucronata
8465;rose myrtle;Rhodomyrtus;
8467;neneleau;Rhus;sandwicensis
8464;Rhizophora stylosa;Rhizophora;stylosa
8469;tavai;Rhus;taitensis
8466;Rhodomyrtus tomentosus;Rhodomyrtus;tomentosa
8468;sumac;Rhus;
8474;Rinorea carolinensis;Rinorea;carolinensis
8473;ricinus;Ricinus;
8472;castorbean;Ricinus;communis
8476;greenheart ebony;Rochefortia;acanthophora
8489;Puerto Rico royal palm;Roystonea;borinquena
6366;kelela charm, kiu;Campnosperma;brevipetiolatum
391;American hornbeam, musclewood;Carpinus;caroliniana
413;southern shagbark hickory;Carya;carolinae-septentrionalis
6463;Cerbera spp;Cerbera;spp
6470;sweetpotato cactus;Cereus;
6350;degame;Calycophyllum;candidissimum
6328;crimson bottlebrush;Callistemon;citrinus
402;bitternut hickory;Carya;cordiformis
6331;Callitris columellaris;Callitris;columellaris
6317;divi divi;Caesalpinia;coriaria
6433;river sheoak;Casuarina;cunninghamiana
6386;Jamaican caper;Capparis;cynophallophora
6406;wild honeytree;Casearia;decandra
421;American chestnut;Castanea;dentata
81;incense-cedar;Calocedrus;decurrens
6337;Caloncoba echinata;Caloncoba;echinata
6430;Panama rubbertree;Castilla;elastica
6434;beach sheoak;Casuarina;equisetifolia
6429;goatbush;Castela;erecta
6316;nicker;Caesalpinia;
7620;lau pata;Macaranga;harveyana
6415;golden shower;Cassia;fistula
6387;falseteeth;Capparis;flexuosa
411;scrub hickory;Carya;floridana
856;gray sheoak;Casuarina;glauca
403;pignut hickory;Carya;glabra
6417;pink shower;Cassia;grandis
6407;Guyanese wild coffee;Casearia;guianensis
6427;goatwood;Cassipourea;guianensis
6393;crabwood;Carapa;guianensis
6372;mafoa;Canarium;mafoa
6389;broadleaf caper;Capparis;hastata
6373;mesecheues;Canarium;hirsutum
404;pecan;Carya;illinoinensis
6341;Alexandrian laurel;Calophyllum;inophyllum
6374;lukerr;Canarium;indicum
6390;linguam;Capparis;indica
6418;apple blossom;Cassia;javanica
6318;uhiuhi;Caesalpinia;kavaiensis
6351;Kiaerskov's lidflower;Calyptranthes;kiaerskovii
