"tsn";"genus";"species";"en_com_name";"fr_com_name";"qc_code";"on_tree_code";"on_alpha_code";"us_code";"nb_code";"id_spe"
27848;"Schoepfia";"obovata";"white beefwood";;;;;8572;;"27848-SCH-OBO"
27850;"Ximenia";"americana";"tallow wood";;;;;8901;;"27850-XIM-AME"
27944;"Crossopetalum";"rhacoma";"maidenberry";;;;;6767;;"27944-CRO-RHA"
27962;"Gyminda";"latifolia";"West Indian false box";;;;;7315;;"27962-GYM-LAT"
27964;"Maytenus";"cymosa";"Caribbean mayten";;;;;7695;;"27964-MAY-CYM"
27966;"Maytenus";"elongata";"Puerto Rico mayten";;;;;7697;;"27966-MAY-ELO"
27967;"Maytenus";"ponceana";"ponce mayten";;;;;7699;;"27967-MAY-PON"
27972;"Schaefferia";"frutescens";"Florida boxwood";;;;;8554;;"27972-SCH-FRU"
27980;"Ilex";;"holly";;;;;7464;;"27980-ILE-NA"
27982;"Ilex";"opaca";"American holly";;;;;591;;"27982-ILE-OPA"
27985;"Ilex";"verticillata";;"Houx verticillé";"ILV";;;;;"27985-ILE-VER"
27992;"Ilex";"cassine";"dahoon";;;;;7455;;"27992-ILE-CAS"
28004;"Ilex";"cookii";"te";;;;;7456;;"28004-ILE-COO"
28005;"Ilex";"guianensis";"maconcona";;;;;7457;;"28005-ILE-GUI"
28008;"Ilex";"macfadyenii";"Caribbean holly";;;;;7458;;"28008-ILE-MAC"
28009;"Ilex";"nitida";"Puerto Rico holly";;;;;7459;;"28009-ILE-NIT"
28011;"Ilex";"sideroxyloides";"gongolin";;;;;7462;;"28011-ILE-SID"
28013;"Ilex";"urbaniana";"Urban's holly";;;;;7465;;"28013-ILE-URB"
28014;"Ilex";"anomala";"Hawaii holly";;;;;7453;;"28014-ILE-ANO"
28023;"Buxus";"laevigata";"Buxus laevigata";;;;;6303;;"28023-BUX-LAE"
28024;"Buxus";"portoricensis";"Puerto Rico box";;;;;6304;;"28024-BUX-POR"
28025;"Buxus";"vahlii";"Vahl's box";;;;;6306;;"28025-BUX-VAH"
28032;"Euphorbia";;"spurge";;;;;7115;;"28032-EUP-NA"
28159;"Euphorbia";"haeleeleana";"Kauai spurge";;;;;7110;;"28159-EUP-HAE"
28172;"Euphorbia";"petiolaris";"manchineel berry";;;;;7113;;"28172-EUP-PET"
28201;"Adelia";"ricinella";"wild lime";;;;;6026;;"28201-ADE-RIC"
28203;"Alchornea";"latifolia";"achiotillo";;;;;6064;;"28203-ALC-LAT"
28206;"Aleurites";;"aleurites";;;;;6077;;"28206-ALE-NA"
28213;"Antidesma";;"chinalaurel";;;;;6145;;"28213-ANT-NA"
28215;"Antidesma";"platyphyllum";"ha a";;;;;6139;;"28215-ANT-PLA"
28216;"Antidesma";"pulvinatum";"hame";;;;;6143;;"28216-ANT-PUL"
28237;"Bernardia";"dichotoma";"Caribbean myrtlecroton";;;;;6235;;"28237-BER-DIC"
28238;"Bischofia";;"bishopwood";;;;;6237;;"28238-BIS-NA"
28239;"Bischofia";"javanica";"Javanese bishopwood";;;;;6236;;"28239-BIS-JAV"
28251;"Claoxylon";;"claoxylon";;;;;6592;;"28251-CLA-NA"
28253;"Claoxylon";"sandwicense";"poola";;;;;6591;;"28253-CLA-SAN"
28259;"Codiaeum";"variegatum";"garden croton";;;;;6683;;"28259-COD-VAR"
28293;"Croton";"astroites";"wild marrow";;;;;6773;;"28293-CRO-AST"
28300;"Croton";"poecilanthus";"sabinon";;;;;6775;;"28300-CRO-POE"
28309;"Ditta";"myricoides";"jaboncillo";;;;;6923;;"28309-DIT-MYR"
28310;"Drypetes";;"Drypetes";;;;;6942;;"28310-DRY-NA"
28311;"Drypetes";"alba";"cafeillo";;;;;6937;;"28311-DRY-ALB"
28312;"Drypetes";"glauca";"varital";;;;;6938;;"28312-DRY-GLA"
28313;"Drypetes";"ilicifolia";"rosewood";;;;;6939;;"28313-DRY-ILI"
28315;"Drypetes";"lateriflora";"guiana plum";;;;;6940;;"28315-DRY-LAT"
28325;"Hippomane";"mancinella";"manchineel";;;;;883;;"28325-HIP-MAN"
28327;"Hura";"crepitans";"sandbox tree";;;;;7434;;"28327-HUR-CRE"
28330;"Jatropha";;"nettlespurge";;;;;7494;;"28330-JAT-NA"
28335;"Jatropha";"curcas";"Barbados nut";;;;;7491;;"28335-JAT-CUR"
28340;"Jatropha";"multifida";"coralbush";;;;;7493;;"28340-JAT-MUL"
28342;"Jatropha";"hernandiifolia";"wild oilnut";;;;;7492;;"28342-JAT-HER"
28345;"Manihot";;"manihot";;;;;7661;;"28345-MAN-NA"
28352;"Margaritaria";"nobilis";"bastard hogberry";;;;;7682;;"28352-MAR-NOB"
28366;"Phyllanthus";"acidus";"Tahitian gooseberry tree";;;;;8157;;"28366-PHY-ACI"
28386;"Phyllanthus";"juglandifolius";"gamo de costa";;;;;8160;;"28386-PHY-JUG"
28392;"Ricinus";;"ricinus";;;;;8473;;"28392-RIC-NA"
28393;"Ricinus";"communis";"castorbean";;;;;8472;;"28393-RIC-COM"
28396;"Sapium";"glandulosum";"gumtree";;;;;8533;;"28396-SAP-GLA"
28400;"Sapium";"laurocerasus";"milktree";;;;;8536;;"28400-SAP-LAU"
28403;"Savia";"sessiliflora";"amansa guapo";;;;;8546;;"28403-SAV-SES"
28451;"Alphitonia";;"Alphitonia";;;;;6090;;"28451-ALP-NA"
28452;"Alphitonia";"ponderosa";"Hawaii kauilatree";;;;;6089;;"28452-ALP-PON"
28519;"Colubrina";;"nakedwood";;;;;6699;;"28519-COL-NA"
28520;"Colubrina";"arborescens";"greenheart";;;;;6693;;"28520-COL-ARB"
28521;"Colubrina";"asiatica";"Asian nakedwood";;;;;6694;;"28521-COL-ASI"
28524;"Colubrina";"elliptica";"soldierwood";;;;;864;;"28524-COL-ELL"
28528;"Colubrina";"oppositifolia";"kauila";;;;;6697;;"28528-COL-OPP"
28533;"Condalia";"hookeri";"Bluewood";;;;;867;;"28533-CON-HOO"
28558;"Krugiodendron";"ferreum";"leadwood";;;;;7514;;"28558-KRU-FER"
28562;"Rhamnus";"alnifolia";;"Nerprun à feuilles d'aulne";"RHA";;;;;"28562-RHA-ALN"
28573;"Rhamnus";"cathartica";;"Nerprun cathartique";"RHM";;;;;"28573-RHA-CAT"
28579;"Rhamnus";"frangula";"Glossy buckthorn;alder buckthorn";;;173;"Rf";;;"28579-RHA-FRA"
28595;"Ziziphus";"mauritiana";"Indian jujube";;;;;8939;;"28595-ZIZ-MAU"
28602;"Parthenocissus";"quinquefolia";;"Parthénocisse à cinq folioles";"PAQ";;;;;"28602-PAR-QUI"
28624;"Vitis";"riparia";;"Vigne des rivages";"VIR";;;;;"28624-VIT-RIP"
28658;"Alectryon";;"alectryon";;;;;6073;;"28658-ALE-NA"
28659;"Alectryon";"macrococcus";"Hawaii alectryon";;;;;6069;;"28659-ALE-MAC"
28661;"Allophylus";;"Allophylus";;;;;6083;;"28661-ALL-NA"
28663;"Allophylus";"crassinervis";"palo blanco";;;;;6080;;"28663-ALL-CRA"
28672;"Cupania";"americana";"wild ackee";;;;;6790;;"28672-CUP-AME"
28673;"Cupania";"triquetra";"guara blanca";;;;;6792;;"28673-CUP-TRI"
28675;"Dodonaea";"viscosa";"Florida hopbush";;;;;6927;;"28675-DOD-VIS"
28680;"Exothea";"paniculata";"butterbough, inkwood";;;;;874;;"28680-EXO-PAN"
28684;"Hypelate";"trifoliata";"inkwood";;;;;7445;;"28684-HYP-TRI"
28689;"Matayba";"domingensis";"negra lora";;;;;7689;;"28689-MAT-DOM"
28691;"Melicoccus";"bijugatus";"Spanish lime";;;;;7717;;"28691-MEL-BIJ"
28695;"Sapindus";;"soapberry";;;;;8531;;"28695-SAP-NA"
28696;"Sapindus";"saponaria";"wingleaf soapberry";;;;;8529;;"28696-SAP-SAP"
28708;"Thouinia";"striata";"ceboruquillo";;;;;8793;;"28708-THO-STR"
28714;"Aesculus";;"buckeye, horsechestnut";;;;;330;;"28714-AES-NA"
28716;"Aesculus";"californica";"California buckeye";;;;;333;;"28716-AES-CAL"
28718;"Aesculus";"glabra";"Ohio buckeye";;;;;331;;"28718-AES-GLA"
28721;"Aesculus";"hippocastanum";"Horse chestnut";;;69;"Hc";;;"28721-AES-HIP"
28723;"Aesculus";"pavia";"red buckeye";;;;;336;;"28723-AES-PAV"
28724;"Aesculus";"sylvatica";"painted buckeye";;;;;337;;"28724-AES-SYL"
28727;"Acer";;"maple";;;;;310;;"28727-ACE-NA"
28728;"Acer";"rubrum";"Red maple (soft) ;red maple";"Érable rouge";"ERR";32;"Mr";316;12;"28728-ACE-RUB"
28731;"Acer";"saccharum";"Sugar maple (hard) ;sugar maple";"Érable à sucre";"ERS";30;"Mh";318;13;"28731-ACE-SAC"
28742;"Acer";"glabrum";"Rocky Mountain maple";;;;;321;;"28742-ACE-GLA"
28748;"Acer";"macrophyllum";"bigleaf maple";;;;;312;;"28748-ACE-MAC"
28749;"Acer";"negundo";"Manitoba maple;box elder ;boxelder";"Érable à Giguère";"ERG";117;"Mm";313;;"28749-ACE-NEG"
28754;"Acer";"pensylvanicum";"striped maple";"Érable de Pennsylvanie";"ERP";;;315;24;"28754-ACE-PEN"
28755;"Acer";"platanoides";"Norway maple ;Norway maple";;;34;"Mn";320;;"28755-ACE-PLA"
28757;"Acer";"saccharinum";"Silver maple (soft) ;silver maple";"Érable argenté";"ERA";33;"Ms";317;;"28757-ACE-SAC"
28758;"Acer";"spicatum";"mountain maple";"Érable à épis";"ERE";;;319;23;"28758-ACE-SPI"
28760;"Acer";"grandidentatum";"bigtooth maple";;;;;322;;"28760-ACE-GRA"
28761;"Acer";"leucoderme";"chalk maple";;;;;323;;"28761-ACE-LEU"
28766;"Bursera";"simaruba";"gumbo limbo";;;;;854;;"28766-BUR-SIM"
28768;"Dacryodes";"excelsa";"candletree";;;;;6867;;"28768-DAC-EXC"
28770;"Tetragastris";"balsamifera";"masa";;;;;8768;;"28770-TET-BAL"
28772;"Rhus";;"sumac";;;;;8468;;"28772-RHU-NA"
28777;"Rhus";"typhina";;"Sumac vinaigrier";"RHT";;;;;"28777-RHU-TYP"
28792;"Anacardium";;"anacardium";;;;;6106;;"28792-ANA-NA"
28793;"Anacardium";"occidentale";"cashew";;;;;6107;;"28793-ANA-OCC"
28797;"Comocladia";"dodonaea";"poison ash";;;;;6705;;"28797-COM-DOD"
28798;"Comocladia";"glabra";"carrasco";;;;;6706;;"28798-COM-GLA"
28801;"Cotinus";"obovatus";"smoketree";;;;;996;;"28801-COT-OBO"
28802;"Mangifera";;"mango";;;;;7659;;"28802-MAN-NA"
28803;"Mangifera";"indica";"mango";;;;;885;;"28803-MAN-IND"
28805;"Metopium";"toxiferum";"Florida poisontree";;;;;886;;"28805-MET-TOX"
28811;"Schinus";"molle";"Peruvian peppertree";;;;;8561;;"28811-SCH-MOL"
28812;"Schinus";"terebinthifolius";"Brazilian peppertree";;;;;8563;;"28812-SCH-TER"
28815;"Spondias";;"Spondias";;;;;8653;;"28815-SPO-NA"
28816;"Spondias";"mombin";"yellow mombin";;;;;8650;;"28816-SPO-MOM"
28817;"Spondias";"purpurea";"purple mombin";;;;;8652;;"28817-SPO-PUR"
28821;"Toxicodendron";"radicans";;"Sumac grimpant";"RHR";;;;;"28821-TOX-RAD"
28826;"Ailanthus";;"ailanthus";;;;;6051;;"28826-AIL-NA"
28827;"Ailanthus";"altissima";"ailanthus";;;;;341;;"28827-AIL-ALT"
28832;"Castela";"erecta";"goatbush";;;;;6429;;"28832-CAS-ERE"
28837;"Picramnia";"pentandra";"Florida bitterbush";;;;;8164;;"28837-PIC-PEN"
28842;"Simarouba";;"simarouba";;;;;8617;;"28842-SIM-NA"
28843;"Simarouba";"tulae";"aceitillo falso";;;;;8619;;"28843-SIM-TUL"
28844;"Simarouba";"glauca";"paradisetree";;;;;895;;"28844-SIM-GLA"
28846;"Suriana";"maritima";"bay cedar";;;;;8676;;"28846-SUR-MAR"
28849;"Zanthoxylum";;"pricklyash";;;;;8936;;"28849-ZAN-NA"
28853;"Zanthoxylum";"hawaiiense";"Hawaii pricklyash";;;;;8929;;"28853-ZAN-HAW"
28855;"Zanthoxylum";"kauaense";"Kauai pricklyash";;;;;8930;;"28855-ZAN-KAU"
28857;"Zanthoxylum";"oahuense";"Oahu pricklyash";;;;;8933;;"28857-ZAN-OAH"
28865;"Zanthoxylum";"bifoliolatum";"Maricao pricklyash";;;;;8923;;"28865-ZAN-BIF"
28866;"Zanthoxylum";"caribaeum";"prickly yellow";;;;;8924;;"28866-ZAN-CAR"
28867;"Zanthoxylum";"flavum";"West Indian satinwood";;;;;8928;;"28867-ZAN-FLA"
28868;"Zanthoxylum";"martinicense";"white pricklyash";;;;;8931;;"28868-ZAN-MAR"
28869;"Zanthoxylum";"monophyllum";"yellow prickle";;;;;8932;;"28869-ZAN-MON"
28870;"Zanthoxylum";"punctatum";"dotted pricklyash";;;;;8934;;"28870-ZAN-PUN"
28872;"Zanthoxylum";"thomasianum";"St. Thomas pricklyash";;;;;8937;;"28872-ZAN-THO"
28874;"Amyris";"balsamifera";"balsam torchwood";;;;;6103;;"28874-AMY-BAL"
28875;"Amyris";"elemifera";"sea torchwood";;;;;852;;"28875-AMY-ELE"
28882;"Citrus";;"citrus";;;;;860;;"28882-CIT-NA"
28886;"Citrus";"medica";"Citrus medica";;;;;6582;;"28886-CIT-MED"
28888;"Citrus";"reticulata";"Citrus reticulata";;;;;6584;;"28888-CIT-RET"
28987;"Pilocarpus";"racemosus";"aceitillo";;;;;8171;;"28987-PIL-RAC"
28992;"Ptelea";"trifoliata";"Hop tree";;;141;"";;;"28992-PTE-TRI"
28993;"Platydesma";;"platydesma";;;;;8252;;"28993-PLA-NA"
28995;"Platydesma";"remyi";"Hawaii pilo kea";;;;;8250;;"28995-PLA-REM"
28997;"Platydesma";"spathulata";"Maui pilo kea";;;;;8251;;"28997-PLA-SPA"
28999;"Ravenia";"urbanii";"tortugo prieto";;;;;8439;;"28999-RAV-URB"
29007;"Triphasia";"trifolia";"limeberry";;;;;8842;;"29007-TRI-TRI"
29012;"Azadirachta";"indica";"neem";;;;;6206;;"29012-AZA-IND"
29014;"Cedrela";"odorata";"Spanish cedar";;;;;6445;;"29014-CED-ODO"
29018;"Guarea";"glabra";"alligatorwood";;;;;7288;;"29018-GUA-GLA"
29019;"Guarea";"guidonia";"American muskwood";;;;;7290;;"29019-GUA-GUI"
29022;"Khaya";"senegalensis";"Senegal mahogany";;;;;7501;;"29022-KHA-SEN"
29023;"Melia";;"melia";;;;;7716;;"29023-MEL-NA"
29024;"Melia";"azedarach";"chinaberry";;;;;993;;"29024-MEL-AZE"
29025;"Swietenia";;"mahogany";;;;;8678;;"29025-SWI-NA"
29026;"Swietenia";"mahagoni";"West Indian mahogany";;;;;940;;"29026-SWI-MAH"
29027;"Swietenia";"macrophylla";"Honduras mahogany";;;;;8679;;"29027-SWI-MAC"
29028;"Toona";;"redcedar";;;;;8811;;"29028-TOO-NA"
29029;"Toona";"ciliata";"Australian redcedar";;;;;8812;;"29029-TOO-CIL"
29031;"Trichilia";"hirta";"broomstick";;;;;8833;;"29031-TRI-HIR"
29032;"Trichilia";"pallida";"gaita";;;;;8834;;"29032-TRI-PAL"
29033;"Trichilia";"triacantha";"bariaco";;;;;8836;;"29033-TRI-TRI"
29195;"Erythroxylum";"areolatum";"swamp-redwood";;;;;7019;;"29195-ERY-ARE"
29197;"Erythroxylum";"rotundifolium";"ratwood";;;;;7021;;"29197-ERY-ROT"
29198;"Erythroxylum";"rufum";"rufous false cocaine";;;;;7022;;"29198-ERY-RUF"
29199;"Erythroxylum";"urbanii";"Urban's false cocaine";;;;;7024;;"29199-ERY-URB"
29259;"Bunchosia";"glandulifera";"cafe falso";;;;;6294;;"29259-BUN-GLA"
29260;"Bunchosia";"glandulosa";"cafe forastero";;;;;6295;;"29260-BUN-GLA"
29263;"Byrsonima";"crassifolia";"maricao cimun";;;;;6308;;"29263-BYR-CRA"
29264;"Byrsonima";"lucida";"Long Key locustberry";;;;;6311;;"29264-BYR-LUC"
29265;"Byrsonima";"spicata";"doncella";;;;;6313;;"29265-BYR-SPI"
29279;"Malpighia";"coccigera";"Singapore holly";;;;;7643;;"29279-MAL-COC"
29280;"Malpighia";"emarginata";"Barbados cherry";;;;;7644;;"29280-MAL-EMA"
29281;"Malpighia";"fucata";"palo bronco";;;;;7645;;"29281-MAL-FUC"
29283;"Malpighia";"linearis";"bastard cherry";;;;;7648;;"29283-MAL-LIN"
29379;"Cheirodendron";;"cheirodendron";;;;;6513;;"29379-CHE-NA"
29380;"Cheirodendron";"dominii";"Domins club";;;;;6507;;"29380-CHE-DOM"
29381;"Cheirodendron";"fauriei";"Fauries club";;;;;6508;;"29381-CHE-FAU"
29384;"Cheirodendron";"platyphyllum";"lapalapa";;;;;6510;;"29384-CHE-PLA"
29385;"Cheirodendron";"trigynum";"olapalapa";;;;;6514;;"29385-CHE-TRI"
29387;"Dendropanax";"arboreus";"angelica tree";;;;;6888;;"29387-DEN-ARB"
29388;"Dendropanax";"laurifolius";"palo de vaca";;;;;6889;;"29388-DEN-LAU"
29913;"Buddleja";"asiatica";"dogtail";;;;;6286;;"29913-BUD-ASI"
29933;"Labordia";;"labordia";;;;;7523;;"29933-LAB-NA"
29935;"Labordia";"hirtella";"mountain labordia";;;;;7520;;"29935-LAB-HIR"
29937;"Labordia";"kaalae";"Waianae Range labordia";;;;;7521;;"29937-LAB-KAA"
29938;"Labordia";"lydgatei";"Wahiawa Mountain labordia";;;;;7522;;"29938-LAB-LYD"
29947;"Labordia";"tinifolia";"paleflower labordia";;;;;7524;;"29947-LAB-TIN"
29948;"Labordia";"triflora";"Lanai labordia";;;;;7528;;"29948-LAB-TRI"
29955;"Labordia";"fagraeoidea";"summit labordia";;;;;7518;;"29955-LAB-FAG"
29957;"Labordia";"hedyosmifolia";"bog labordia";;;;;7519;;"29957-LAB-HED"
30176;"Funtumia";"elastica";"silkrubber";;;;;7210;;"30176-FUN-ELA"
30184;"Nerium";"oleander";"oleander";;;;;7956;;"30184-NER-OLE"
30185;"Ochrosia";;"yellowwood";;;;;7986;;"30185-OCH-NA"
30186;"Ochrosia";"compta";"holei";;;;;7982;;"30186-OCH-COM"
30188;"Ochrosia";"haleakalae";"island yellowwood";;;;;7983;;"30188-OCH-HAL"
30191;"Ochrosia";"kauaiensis";"Kauai yellowwood";;;;;7984;;"30191-OCH-KAU"
30192;"Ochrosia";"kilaueaensis";"Hawaii yellowwood";;;;;7985;;"30192-OCH-KIL"
30197;"Plumeria";;"Plumeria";;;;;8272;;"30197-PLU-NA"
30198;"Plumeria";"alba";"nosegaytree";;;;;8266;;"30198-PLU-ALB"
30199;"Plumeria";"obtusa";"Singapore graveyard flower";;;;;8268;;"30199-PLU-OBT"
30200;"Plumeria";"rubra";"templetree";;;;;8271;;"30200-PLU-RUB"
30203;"Pteralyxia";;"pteralyxia";;;;;8406;;"30203-PTE-NA"
30205;"Pteralyxia";"kauaiensis";"Kauai pteralyxia";;;;;8404;;"30205-PTE-KAU"
30207;"Rauvolfia";;"devils-pepper";;;;;8435;;"30207-RAU-NA"
30214;"Rauvolfia";"sandwicensis";"devils-pepper";;;;;8434;;"30214-RAU-SAN"
30216;"Rauvolfia";"nitida";"palo amargo";;;;;8433;;"30216-RAU-NIT"
30226;"Tabernaemontana";"citrifolia";"milkwood";;;;;8720;;"30226-TAB-CIT"
30228;"Thevetia";"peruviana";"luckynut";;;;;8789;;"30228-THE-PER"
30331;"Calotropis";;"calotropis";;;;;6347;;"30331-CAL-NA"
30332;"Calotropis";"procera";"roostertree";;;;;6346;;"30332-CAL-PRO"
30412;"Solanum";;"nightshade";;;;;8635;;"30412-SOL-NA"
30418;"Solanum";"bahamense";"Solanum bahamense";;;;;8626;;"30418-SOL-BAH"
30427;"Solanum";"donianum";"mullein nightshade";;;;;8627;;"30427-SOL-DON"
30430;"Solanum";"erianthum";"potatotree";;;;;8629;;"30430-SOL-ERI"
30445;"Solanum";"mauritianum";"earleaf nightshade";;;;;8631;;"30445-SOL-MAU"
30460;"Solanum";"torvum";"turkey berry";;;;;8636;;"30460-SOL-TOR"
30473;"Solanum";"polygamum";"cakalaka berry";;;;;8633;;"30473-SOL-POL"
30477;"Solanum";"rugosum";"tabacon aspero";;;;;8634;;"30477-SOL-RUG"
30495;"Cestrum";;"jessamine";;;;;6478;;"30495-CES-NA"
30496;"Cestrum";"diurnum";"day jessamine";;;;;6474;;"30496-CES-DIU"
30498;"Cestrum";"nocturnum";"night jessamine";;;;;6477;;"30498-CES-NOC"
30502;"Cestrum";"laurifolium";"galen del monte";;;;;6475;;"30502-CES-LAU"
30562;"Nicotiana";;"tobacco";;;;;7965;;"30562-NIC-NA"
30574;"Nicotiana";"glauca";"tree tobacco";;;;;7964;;"30574-NIC-GLA"
30627;"Nothocestrum";;"aiea";;;;;7970;;"30627-NOT-NA"
30629;"Nothocestrum";"latifolium";"broadleaf aiea";;;;;7967;;"30629-NOT-LAT"
30630;"Nothocestrum";"longifolium";"longleaf aiea";;;;;7968;;"30630-NOT-LON"
30631;"Nothocestrum";"peltatum";"Oahu aiea";;;;;7969;;"30631-NOT-PEL"
30634;"Acnistus";"arborescens";"hollowheart";;;;;6021;;"30634-ACN-ARB"
30638;"Brunfelsia";"americana";"American brunfelsia";;;;;6272;;"30638-BRU-AME"
30639;"Brunfelsia";"densifolia";"Serpentine Hill raintree";;;;;6273;;"30639-BRU-DEN"
30640;"Brunfelsia";"lactea";"vega blanca";;;;;6274;;"30640-BRU-LAC"
30641;"Brunfelsia";"portoricensis";"Puerto Rico raintree";;;;;6275;;"30641-BRU-POR"
30645;"Goetzea";"elegans";"mata buey";;;;;7256;;"30645-GOE-ELE"
31732;"Bourreria";"succulenta";"bodywood";;;;;6255;;"31732-BOU-SUC"
31733;"Bourreria";"virgata";"roble de guayo";;;;;6257;;"31733-BOU-VIR"
31743;"Cordia";;"cordia";;;;;6741;;"31743-COR-NA"
31744;"Cordia";"boissieri";"Anacahuita Texas Olive";;;;;8651;;"31744-COR-BOI"
31748;"Cordia";"sebestena";"largeleaf geigertree";;;;;865;;"31748-COR-SEB"
31751;"Cordia";"alliodora";"Spanish elm";;;;;6728;;"31751-COR-ALL"
31753;"Cordia";"borinquensis";"muneco";;;;;6730;;"31753-COR-BOR"
31754;"Cordia";"collococca";"red manjack";;;;;6731;;"31754-COR-COL"
31758;"Cordia";"obliqua";"clammy cherry";;;;;6737;;"31758-COR-OBL"
31760;"Cordia";"rickseckeri";"San Bartolome";;;;;6738;;"31760-COR-RIC"
31762;"Cordia";"sulcata";"mucilage manjack";;;;;6743;;"31762-COR-SUL"
31764;"Cordia";"subcordata";"kou";;;;;6742;;"31764-COR-SUB"
31901;"Ehretia";"anacua";"Anacua knockaway";;;;;523;;"31901-EHR-ANA"
32031;"Tournefortia";;"soldierbush";;;;;8826;;"32031-TOU-NA"
32037;"Tournefortia";"filiflora";"cold withe";;;;;8825;;"32037-TOU-FIL"
32041;"Rochefortia";"acanthophora";"greenheart ebony";;;;;8476;;"32041-ROC-ACA"
32136;"Avicennia";;"Avicennia";;;;;6205;;"32136-AVI-NA"
32137;"Avicennia";"germinans";"black-mangrove";;;;;986;;"32137-AVI-GER"
32146;"Callicarpa";"ampla";"caparosa";;;;;6326;;"32146-CAL-AMP"
32147;"Citharexylum";;"fiddlewood";;;;;6568;;"32147-CIT-NA"
32152;"Citharexylum";"caudatum";"juniper berry";;;;;6565;;"32152-CIT-CAU"
32155;"Citharexylum";"spinosum";"spiny fiddlewood";;;;;6567;;"32155-CIT-SPI"
32156;"Citharexylum";"tristachyum";"threespike fiddlewood";;;;;6569;;"32156-CIT-TRI"
32157;"Clerodendrum";;"glorybower";;;;;6636;;"32157-CLE-NA"
32159;"Clerodendrum";"glabrum";"Natal glorybower";;;;;6633;;"32159-CLE-GLA"
32160;"Clerodendrum";"indicum";"turks turbin";;;;;6634;;"32160-CLE-IND"
32220;"Vitex";;"chastetree";;;;;8875;;"32220-VIT-NA"
32221;"Vitex";"agnus-castus";"lilac chastetree";;;;;8871;;"32221-VIT-AGN"
32223;"Vitex";"trifolia";"simpleleaf chastetree";;;;;8876;;"32223-VIT-TRI"
32224;"Vitex";"divaricata";"higuerillo";;;;;8873;;"32224-VIT-DIV"
32225;"Vitex";"parviflora";"smallflower chastetree";;;;;8874;;"32225-VIT-PAR"
32230;"Aegiphila";"martinicensis";"Caribbean spiritweed";;;;;6032;;"32230-AEG-MAR"
32234;"Cornutia";"obovata";"nigua";;;;;6746;;"32234-COR-OBO"
32235;"Cornutia";"pyramidata";"azulejo";;;;;6747;;"32235-COR-PYR"
32242;"Petitia";"domingensis";"bastard stopper";;;;;8141;;"32242-PET-DOM"
32246;"Tectona";;"tectona";;;;;8745;;"32246-TEC-NA"
32247;"Tectona";"grandis";"teak";;;;;8744;;"32247-TEC-GRA"
32928;"Fraxinus";;"ash";;;;;540;;"32928-FRA-NA"
32929;"Fraxinus";"pennsylvanica";"Red ash (green) ;green ash";"Frêne de Pennsylvanie";"FRP";47;"Ag";544;;"32929-FRA-PEN"
32931;"Fraxinus";"americana";"White ash ;white ash";"Frêne d'Amérique";"FRA";46;"Aw";541;18;"32931-FRA-AME"
32934;"Fraxinus";"profunda";"Pumpkin ash ;pumpkin ash";;;176;"AP";545;;"32934-FRA-PRO"
32935;"Fraxinus";"texensis";"Texas ash";;;;;549;;"32935-FRA-TEX"
32936;"Fraxinus";"velutina";"velvet ash";;;;;547;;"32936-FRA-VEL"
32941;"Fraxinus";"caroliniana";"Carolina ash";;;;;548;;"32941-FRA-CAR"
32944;"Fraxinus";"latifolia";"Oregon ash";;;;;542;;"32944-FRA-LAT"
32945;"Fraxinus";"nigra";"Black ash ;black ash";"Frêne noir";"FRN";45;"Ab";543;172;"32945-FRA-NIG"
32947;"Fraxinus";"quadrangulata";"Blue ash ;blue ash";;;132;"Aq";546;;"32947-FRA-QUA"
32959;"Forestiera";"segregata";"Florida swampprivet";;;;;7196;;"32959-FOR-SEG"
32960;"Forestiera";"eggersiana";"inkbush";;;;;7194;;"32960-FOR-EGG"
32973;"Ligustrum";;"privet";;;;;7576;;"32973-LIG-NA"
32974;"Ligustrum";"amurense";"Amur privet";;;;;7574;;"32974-LIG-AMU"
32979;"Ligustrum";"sinense";"Chinese privet";;;;;7575;;"32979-LIG-SIN"
32990;"Olea";"europaea";"olive";;;;;8004;;"32990-OLE-EUR"
32998;"Haenianthus";"salicifolius";"palo de hueso";;;;;7327;;"32998-HAE-SAL"
33460;"Paulownia";"tomentosa";"paulownia, empress-tree";;;;;712;;"33460-PAU-TOM"
34077;"Myoporum";;"myoporum";;;;;7884;;"34077-MYO-NA"
34079;"Myoporum";"sandwicense";"naio";;;;;7883;;"34079-MYO-SAN"
34083;"Bontia";"daphnoides";"white alling";;;;;6251;;"34083-BON-DAP"
34093;"Gesneria";"pedunculosa";"arbol de Navidad";;;;;7237;;"34093-GES-PED"
34100;"Cyrtandra";;"cyrtandra";;;;;6866;;"34100-CYR-NA"
34151;"Cyrtandra";"giffardii";"forest cyrtandra";;;;;6865;;"34151-CYR-GIF"
34311;"Amphitecna";"latifolia";"black calabash";;;;;6101;;"34311-AMP-LAT"
34312;"Catalpa";;"catalpa";;;;;450;;"34312-CAT-NA"
34313;"Catalpa";"bignonioides";"southern catalpa";;;;;451;;"34313-CAT-BIG"
34315;"Catalpa";"speciosa";"Northern catalpa;Indian bean ;northern catalpa";;;77;"";452;;"34315-CAT-SPE"
34316;"Catalpa";"longissima";"Haitian catalpa";;;;;6439;;"34316-CAT-LON"
34319;"Jacaranda";;"jacaranda";;;;;7483;;"34319-JAC-NA"
