tsn;genus;species;en_com_name;fr_com_name;qc_code;on_tree_code;on_alpha_code;us_code;nb_code
502947;Henriettea;fascicularis;camasey peludo;NA;NA;NA;NA;7353;
502948;Henriettea;macfadyenii;MacFadyen's camasey;NA;NA;NA;NA;7354;
502949;Henriettea;membranifolia;thinleaf camasey;NA;NA;NA;NA;7355;
502950;Henriettea;squamulosum;jusillo;NA;NA;NA;NA;7357;
502956;Hernandia;sonora;mago;NA;NA;NA;NA;7366;
502991;Hibiscadelphus;crucibracteatus;lava hau kuahiwi;NA;NA;NA;NA;7385;
502993;Hibiscadelphus;wilderianus;Maui hau kuahiwi;NA;NA;NA;NA;7391;
502996;Hibiscus;calyphyllus;lemonyellow rosemallow;NA;NA;NA;NA;7401;
502997;Hibiscus;macrophyllus;largeleaf rosemallow;NA;NA;NA;NA;7407;
503046;Hirtella;rugosa;teta de burra cinarron;NA;NA;NA;NA;7418;
503047;Hirtella;triandra;pigeonberry;NA;NA;NA;NA;7420;
503058;Homalium;racemosum;white cogwood;NA;NA;NA;NA;7422;
503101;Hylocereus;undatus;nightblooming cactus;NA;NA;NA;NA;7441;
503102;Hymenaea;courbaril;stinkingtoe;NA;NA;NA;NA;7442;
503128;Hyperbaena;laurifolia;limestone snakevine;NA;NA;NA;NA;7446;
503154;Ilex;aquifolium;English holly;NA;NA;NA;NA;7454;
503168;Inga;laurina;sacky sac bean;NA;NA;NA;NA;7470;
503170;Inga;vera;river koko;NA;NA;NA;NA;7474;
503224;Ixora;thwaitesii;white jungleflame;NA;NA;NA;NA;7481;
503229;Jacquinia;berteroi;bois bande;NA;NA;NA;NA;7487;
503303;Labordia;waiolani;Nevada peavine;NA;NA;NA;NA;7529;
503313;Laetia;procera;cuero de rana;NA;NA;NA;NA;7530;
503318;Laguncularia;racemosa;white-mangrove;NA;NA;NA;NA;988;
503345;Lawsonia;inermis;henna;NA;NA;NA;NA;7550;
503387;Leptocereus;quadricostatus;pitahaya;NA;NA;NA;NA;7556;
503393;Leptospermum;scoparium;broom teatree;NA;NA;NA;NA;7561;
503448;Licaria;parvifolia;Puerto Rico cinnamon;NA;NA;NA;NA;7570;
503504;Litchi;chinensis;Lychee;NA;NA;NA;NA;7583;
503507;Livistona;chinensis;fountain palm;NA;NA;NA;NA;7588;
503539;Lonchocarpus;domingensis;geno geno;NA;NA;NA;NA;7590;
503540;Lonchocarpus;glaucifolius;geno;NA;NA;NA;NA;7591;
503548;Lonicera;villosa;NA;Chèvrefeuille velu;LOV;NA;NA;NA;
503553;Lophostemon;confertus;vinegartree;NA;NA;NA;NA;7595;
503571;Lunania;ekmanii;Lunania ekmanii;NA;NA;NA;NA;7606;
503626;Lyonia;rubiginosa;St. Thomas staggerbush;NA;NA;NA;NA;7608;
503631;Lysiloma;latisiliquum;false tamarind;NA;NA;NA;NA;884;
503635;Macadamia;integrifolia;macadamia nut tree, pengua;NA;NA;NA;NA;7614;
503636;Macaranga;mappa;pengua;NA;NA;NA;NA;7621;
503637;Macaranga;tanarius;parasol leaf tree;NA;NA;NA;NA;7626;
503644;Machaerium;lunatum;palo de hoz;NA;NA;NA;NA;7628;
503670;Mallotus;philippensis;kamala tree;NA;NA;NA;NA;7639;
503689;Manihot;glaziovii;ceara rubbertree;NA;NA;NA;NA;7660;
503690;Manilkara;jaimiqui;wild dilly;NA;NA;NA;NA;7667;
503693;Mappia;racemosa;palo de cana;NA;NA;NA;NA;7677;
503713;Maytenus;laevigata;white cinnamon;NA;NA;NA;NA;7698;
503717;Mecranium;latifolium;Mecranium latifolium;NA;NA;NA;NA;7702;
503738;Melastoma;sanguineum;Melastoma sanguineum;NA;NA;NA;NA;7713;
503745;Meliosma;herbertii;aguacatillo;NA;NA;NA;NA;7763;
503746;Meliosma;obtusifolia;cacaillo;NA;NA;NA;NA;7764;
503748;Melochia;tomentosa;teabush;NA;NA;NA;NA;7768;
503749;Melochia;umbellata;hierba del soldado;NA;NA;NA;NA;7769;
503822;Miconia;impetiolaris;camasey de costilla;NA;NA;NA;NA;7807;
503823;Miconia;lanata;hairy johnnyberry;NA;NA;NA;NA;7803;
503826;Micropholis;guyanensis;Micropholis guyanensis;NA;NA;NA;NA;7829;
503833;Mimosa;arenosa;elegant mimosa;NA;NA;NA;NA;7833;
503874;Moringa;oleifera;horseradishtree;NA;NA;NA;NA;7855;
503889;Musa;troglodytarum;fei banana;NA;NA;NA;NA;7879;
503910;Myrospermum;frutescens;cercipo;NA;NA;NA;NA;7905;
503911;Myrsine;alyxifolia;forest colicwood;NA;NA;NA;NA;7910;
503912;Myrsine;coriacea;leathery colicwood;NA;NA;NA;NA;7911;
503914;Myrsine;fosbergii;Koolau Range colicwood;NA;NA;NA;NA;7916;
503915;Myrsine;lanaiensis;Lanai colicwood;NA;NA;NA;NA;7921;
503950;Nesoluma;polynesicum;keahi;NA;NA;NA;NA;7958;
503951;Nestegis;sandwicensis;Hawaii olive;NA;NA;NA;NA;7960;
503963;Nothocestrum;breviflorum;smallflower aiea;NA;NA;NA;NA;7966;
504041;Opuntia;monacantha;common pricklypear;NA;NA;NA;NA;8015;
504057;Ormosia;krugii;peronia;NA;NA;NA;NA;8020;
504082;Oxandra;lanceolata;blacklancewood;NA;NA;NA;NA;8033;
504095;Pandanus;tectorius;Tahitian screwpine;NA;NA;NA;NA;8085;
504096;Pandanus;utilis;common screwpine;NA;NA;NA;NA;8088;
504245;Pera;bumeliifolia;jiqi;NA;NA;NA;NA;8127;
504252;Perrottetia;sandwicensis;olomea;NA;NA;NA;NA;8131;
504333;Phoenix;canariensis;Canary Island date palm;NA;NA;NA;NA;8151;
504387;Picrasma;excelsa;bitterwood;NA;NA;NA;NA;8167;
504390;Pictetia;aculeata;fustic;NA;NA;NA;NA;8169;
504399;Pilosocereus;royenii;Royen's tree cactus;NA;NA;NA;NA;8173;
504402;Piper;aduncum;higuillo de hoja menuda;NA;NA;NA;NA;8190;
504404;Piper;jacquemontianum;Caracas pepper;NA;NA;NA;NA;8195;
504413;Pipturus;albidus;Waimea pipturus;NA;NA;NA;NA;8205;
504416;Piscidia;carthagenensis;stinkwood;NA;NA;NA;NA;8208;
504417;Pisonia;brunoniana;Australasian catchbirdtree;NA;NA;NA;NA;8212;
504419;Pisonia;grandis;grand devils-claws;NA;NA;NA;NA;8213;
504421;Pisonia;sandwicensis;aulu;NA;NA;NA;NA;8214;
504422;Pisonia;umbellifera;umbrella catchbirdtree;NA;NA;NA;NA;8217;
504423;Pisonia;wagneriana;Kauai catchbirdtree;NA;NA;NA;NA;8218;
504427;Pittosporum;flocculosum;Waianae Range cheesewood;NA;NA;NA;NA;8228;
504428;Pittosporum;kauaiense;Kauai cheesewood;NA;NA;NA;NA;8234;
504429;Pittosporum;viridiflorum;cape cheesewood;NA;NA;NA;NA;8241;
504445;Pleodendron;macranthum;chupa gallo;NA;NA;NA;NA;8255;
504446;Pleomele;auwahiensis;Maui hala pepe;NA;NA;NA;NA;8258;
504525;Polyscias;guilfoylei;geranium aralia;NA;NA;NA;NA;8284;
504526;Polyscias;scutellaria;shield aralia;NA;NA;NA;NA;8288;
504592;Pouteria;sandwicensis;alaa;NA;NA;NA;NA;8304;
504609;Pritchardia;schattaueri;lands of papa pritchardia;NA;NA;NA;NA;8336;
504610;Pritchardia;waialealeana;poleline pritchardia;NA;NA;NA;NA;8339;
504618;Prockia;crucis;guasimilla;NA;NA;NA;NA;8340;
504620;Prosopis;pallida;kiawe;NA;NA;NA;NA;8344;
504624;Prunus;occidentalis;western cherry laurel;NA;NA;NA;NA;8347;
504654;Psychotria;greenwelliae;Kauai wild coffee;NA;NA;NA;NA;8369;
504665;Pterocarpus;officinalis;dragonsblood tree;NA;NA;NA;NA;8410;
504710;Quercus;graciliformis;Chisos oak;NA;NA;NA;NA;851;
504714;Quercus;muehlenbergii;"Chinquapin oak ;chinkapin oak";NA;NA;91;Oc;826;
504720;Quercus;wislizeni;interior live oak;NA;NA;NA;NA;839;
504731;Ravenala;madagascariensis;traveler's tree;NA;NA;NA;NA;8436;
504741;Reynosia;guama;guama;NA;NA;NA;NA;8444;
504742;Reynosia;krugii;Krug's darlingplum;NA;NA;NA;NA;8445;
504743;Reynosia;uncinata;sloe;NA;NA;NA;NA;8447;
504756;Rhus;sandwicensis;neneleau;NA;NA;NA;NA;8467;
504804;Robinia;pseudoacacia;black locust;NA;NA;NA;NA;901;
504805;Rochefortia;spinosa;Rochefortia spinosa;NA;NA;NA;NA;8478;
504925;Sabal;causiarum;Puerto Rico palmetto;NA;NA;NA;NA;8494;
504980;Salix;scouleriana;Scouler's willow;NA;NA;NA;NA;928;
505047;Schefflera;actinophylla;octopus tree, schefflera;NA;NA;NA;NA;888;
505048;Schefflera;gleasonii;yuquilla;NA;NA;NA;NA;8557;
505141;Senna;alata;emperor's candlesticks;NA;NA;NA;NA;8588;
505144;Senna;atomaria;flor de San Jose;NA;NA;NA;NA;8589;
505154;Senna;gaudichaudii;Gaudichauds senna;NA;NA;NA;NA;8590;
505163;Senna;multijuga;false sicklepod;NA;NA;NA;NA;8591;
505168;Senna;pendula;valamuerto;NA;NA;NA;NA;8592;
505170;Senna;polyphylla;retama prieta;NA;NA;NA;NA;8594;
505177;Senna;siamea;Siamese cassia;NA;NA;NA;NA;8596;
505179;Senna;spectabilis;casia amarilla;NA;NA;NA;NA;8597;
505181;Senna;surattensis;glossy shower;NA;NA;NA;NA;8600;
505188;Sesbania;sesban;Egyptian riverhemp;NA;NA;NA;NA;8606;
505217;Sideroxylon;cubense;espejuelo;NA;NA;NA;NA;8611;
505218;Sideroxylon;foetidissimum;false mastic;NA;NA;NA;NA;890;
505219;Sideroxylon;lanuginosum;chittamwood, gum bumelia;NA;NA;NA;NA;381;
505221;Sideroxylon;obovatum;breakbill;NA;NA;NA;NA;8613;
505222;Sideroxylon;portoricense;Puerto Rico bully;NA;NA;NA;NA;8614;
505224;Sideroxylon;salicifolium;white bully, willow bustic;NA;NA;NA;NA;891;
505293;Sophora;chrysophylla;mamani;NA;NA;NA;NA;8641;
505375;Sterculia;apetala;Panama tree;NA;NA;NA;NA;8664;
505412;Symplocos;lanata;nispero cimarron;NA;NA;NA;NA;8683;
505413;Symplocos;martinicensis;Martinique sweetleaf;NA;NA;NA;NA;8684;
505414;Symplocos;micrantha;aceitunilla;NA;NA;NA;NA;8685;
505419;Syzygium;cumini;Java plum;NA;NA;NA;NA;896;
505420;Syzygium;jambos;Syzygium jambos;NA;NA;NA;NA;8701;
505421;Syzygium;malaccense;Malaysian apple;NA;NA;NA;NA;8702;
505436;Tecoma;castanifolia;chestnutleaf trumpetbush;NA;NA;NA;NA;8741;
505449;Terminalia;myriocarpa;East Indian almond;NA;NA;NA;NA;8756;
505450;Ternstroemia;heptasepala;saintedwood;NA;NA;NA;NA;8762;
505487;Theobroma;cacao;cacao;NA;NA;NA;NA;8784;
505490;Thuja;occidentalis;"White cedar ;northern white-cedar";Thuya occidental;THO;22;Cw;241;9
505505;Tibouchina;urvilleana;princess-flower;NA;NA;NA;NA;8805;
505507;Tilia;cordata;Little leaf linden;NA;NA;150;Ll;NA;
505536;Torralbasia;cuneifolia;boje;NA;NA;NA;NA;8816;
505540;Tournefortia;argentea;velvetleaf soldierbush;NA;NA;NA;NA;8824;
505620;Turpinia;occidentalis;muttonwood;NA;NA;NA;NA;8850;
505641;Vangueria;madagascariensis;voa vanga;NA;NA;NA;NA;8861;
505662;Vernicia;fordii;tungoil tree;NA;NA;NA;NA;995;
505739;Wallenia;lamarckiana;Wallenia lamarckiana;NA;NA;NA;NA;8881;
505771;Xylosma;buxifolia;mucha-gente;NA;NA;NA;NA;8906;
505773;Xylosma;hawaiiensis;Hawaii brushholly;NA;NA;NA;NA;8908;
505774;Xylosma;pachyphylla;spiny logwood;NA;NA;NA;NA;8910;
505775;Xylosma;schaefferioides;white logwood;NA;NA;NA;NA;8912;
505776;Xylosma;schwaneckeana;Schwaneck's logwood;NA;NA;NA;NA;8913;
505784;Yucca;aloifolia;aloe yucca;NA;NA;NA;NA;8916;
505789;Zanthoxylum;dipetalum;kawau;NA;NA;NA;NA;8925;
505883;Crateva;religiosa;sacred garlic pear;NA;NA;NA;NA;6758;
505958;Synsepalum;dulcificum;Miracle Berry;NA;NA;NA;NA;8691;
505962;Pouteria;caimito;Abiu;NA;NA;NA;NA;8297;
505964;Mimusops;elengi;bulletwood, elengi;NA;NA;NA;NA;7835;
506043;Kigelia;africana;Kigelia africana;NA;NA;NA;NA;7503;
506044;Parmentiera;aculeata;cuachilote;NA;NA;NA;NA;8113;
506045;Parmentiera;cereifera;candle tree;NA;NA;NA;NA;8114;
506047;Crescentia;alata;houka, calabash;NA;NA;NA;NA;6760;
506055;Calycophyllum;candidissimum;degame;NA;NA;NA;NA;6350;
506071;Blighia;sapida;akee;NA;NA;NA;NA;6240;
506072;Dimocarpus;longan;Dimocarpus longan;NA;NA;NA;NA;6899;
506073;Nephelium;lappaceum;Rambutan;NA;NA;NA;NA;7952;
506075;Schleichera;oleosa;lac tree;NA;NA;NA;NA;8567;
506099;Durio;zibethinus;Durian;NA;NA;NA;NA;6965;
506101;Cola;acuminata;abata cola;NA;NA;NA;NA;6689;
506110;Sterculia;foetida;hazel sterculia;NA;NA;NA;NA;8666;
506116;Dillenia;indica;chulta;NA;NA;NA;NA;6896;
506119;Pentadesma;butyracea;butter tree;NA;NA;NA;NA;8125;
506121;Garcinia;xanthochymus;Garcinia xanthochymus;NA;NA;NA;NA;7223;
506128;Garcinia;dulcis;Gourka;NA;NA;NA;NA;7212;
506132;Caloncoba;echinata;Caloncoba echinata;NA;NA;NA;NA;6337;
506136;Flacourtia;rukam;filimoto;NA;NA;NA;NA;7186;
506154;Couroupita;guianensis;cannonball tree;NA;NA;NA;NA;6756;
506160;Terminalia;superba;superb terminalia;NA;NA;NA;NA;8761;
506170;Syzygium;samarangense;nonu vao;NA;NA;NA;NA;8704;
506180;Eucalyptus;grandis;grand eucalyptus;NA;NA;NA;NA;513;
506198;Annona;cherimola;Annona cherimola;NA;NA;NA;NA;6124;
506199;Annona;diversifolia;ilama;NA;NA;NA;NA;6125;
506224;Pittosporum;pentandrum;Taiwanese cheesewood;NA;NA;NA;NA;8236;
506244;Copaifera;officinalis;copaiba;NA;NA;NA;NA;6714;
506289;Senna;septemtrionalis;senna;NA;NA;NA;NA;8595;
506292;Pterocarpus;indicus;pterocarpus;NA;NA;NA;NA;8407;
506293;Pterocarpus;marsupium;Malabar kino;NA;NA;NA;NA;8409;
506299;Prosopis;cineraria;jand;NA;NA;NA;NA;8342;
506327;Erythrina;subumbrans;gatae palagi;NA;NA;NA;NA;7014;
506349;Caesalpinia;sappan;sappanwood;NA;NA;NA;NA;6320;
506370;Averrhoa;bilimbi;Bilimbi;NA;NA;NA;NA;6197;
506371;Averrhoa;carambola;carambola;NA;NA;NA;NA;6198;
506412;Canarium;indicum;lukerr;NA;NA;NA;NA;6374;
506413;Canarium;ovatum;Pili Nut;NA;NA;NA;NA;6375;
506420;Carapa;guianensis;crabwood;NA;NA;NA;NA;6393;
506421;Lansium;domesticum;Langsat;NA;NA;NA;NA;7539;
506431;Hevea;brasiliensis;para rubber tree;NA;NA;NA;NA;7381;
506439;Vernicia;montana;mu oil tree;NA;NA;NA;NA;8869;
506448;Antidesma;bunius;Antidesma bunius;NA;NA;NA;NA;6137;
506474;Mangifera;odorata;saipan mango;NA;NA;NA;NA;7658;
506475;Ilex;paraguariensis;mate;NA;NA;NA;NA;7460;
506500;Musa;textilis;blantalos;NA;NA;NA;NA;7877;
506541;Castanea;sativa;Sweet chestnut;NA;NA;172;Cs;NA;
506543;Ficus;benghalensis;Indian banyan;NA;NA;NA;NA;7149;
506545;Ficus;religiosa;peepul tree;NA;NA;NA;NA;7166;
506546;Ficus;sycomorus;sycamore fig;NA;NA;NA;NA;7174;
506555;Artocarpus;mariannensis;dugdug, Marianas breadfruit;NA;NA;NA;NA;6175;
506556;Artocarpus;odoratissimus;Marang;NA;NA;NA;NA;6177;
506560;Macadamia;tetraphylla;Macadamia Nut;NA;NA;NA;NA;7617;
506602;Pinus;merkusii;Merkus pine;NA;NA;NA;NA;8185;
506603;Pinus;pinaster;maritime pine;NA;NA;NA;NA;8188;
506610;Pandanus;dubius;pahong;NA;NA;NA;NA;8060;
506699;Eleocharis;dulcis;utuutu;NA;NA;NA;NA;6992;
506702;Areca;catechu;betelnut;NA;NA;NA;NA;6167;
506704;Arenga;pinnata;cabo-negro;NA;NA;NA;NA;6169;
506719;Elaeis;guineensis;oil nut palm;NA;NA;NA;NA;6973;
506731;Metroxylon;amicarum;ivory-nut palm;NA;NA;NA;NA;7798;
506732;Metroxylon;sagu;sago palm;NA;NA;NA;NA;7799;
506744;Phoenix;sylvestris;date palm;NA;NA;NA;NA;8154;
506745;Caryota;urens;fishtail palm;NA;NA;NA;NA;6401;
506777;Agathis;robusta;Queensland kauri;NA;NA;NA;NA;6037;
506778;Araucaria;angustifolia;parana pine;NA;NA;NA;NA;6154;
506780;Araucaria;columnaris;New Caledonia pine;NA;NA;NA;NA;6155;
506803;Myroxylon;balsamum;balsam of Tolu;NA;NA;NA;NA;7907;
506826;Alnus;nepalensis;Nepal alder;NA;NA;NA;NA;6086;
506840;Avicennia;marina;Avicennia marina;NA;NA;NA;NA;6203;
506853;Bruguiera;parviflora;smallflower bruguiera;NA;NA;NA;NA;6267;
506855;Buchenavia;tetraphylla;fourleaf buchenavia;NA;NA;NA;NA;6283;
506926;Cyathea;cooperi;Coopers cyathea;NA;NA;NA;NA;6837;
507195;Syncarpia;glomulifera;turpentine tree;NA;NA;NA;NA;8689;
507266;Aglaia;ponapensis;karasyu, marasau;NA;NA;NA;NA;6044;
507267;Ascarina;diffusa;afia;NA;NA;NA;NA;6181;
507269;Astronidium;pickeringii;Astronidium pickeringii;NA;NA;NA;NA;6187;
507272;Barringtonia;asiatica;sea putat;NA;NA;NA;NA;6220;
507274;Barringtonia;samoensis;falaga;NA;NA;NA;NA;6222;
507282;Ceriops;tagal;biut;NA;NA;NA;NA;6472;
507283;Cinnamomum;sessilifolium;matieu;NA;NA;NA;NA;6562;
507285;Combretum;tetralophum;ochaol;NA;NA;NA;NA;6702;
507290;Cynometra;ramiflora;gulos;NA;NA;NA;NA;6858;
507297;Dolichandrone;spathacea;rru;NA;NA;NA;NA;6928;
507299;Dysoxylum;huntii;maota mea;NA;NA;NA;NA;6968;
507300;Elaeocarpus;carolinensis;syatak;NA;NA;NA;NA;6976;
507304;Endiandra;elaeocarpa;elaeocarpa;NA;NA;NA;NA;6994;
507312;Excoecaria;agallocha;blinding tree;NA;NA;NA;NA;7129;
507314;Ficus;godeffroyi;mati;NA;NA;NA;NA;7156;
507315;Ficus;prolixa;aoa;NA;NA;NA;NA;7165;
507316;Ficus;tinctoria;mati;NA;NA;NA;NA;7176;
507324;Garcinia;myrtifolia;NA;NA;NA;NA;NA;7216;
507332;Heritiera;littoralis;ufa;NA;NA;NA;NA;7359;
507333;Horsfieldia;amklaal;chemeklachel, eumail;NA;NA;NA;NA;7427;
507334;Horsfieldia;nunu;Horsfieldia nunu;NA;NA;NA;NA;7429;
507335;Horsfieldia;palauensis;chersachel;NA;NA;NA;NA;7430;
507340;Inocarpus;fagifer;ifi;NA;NA;NA;NA;7475;
507353;Lumnitzera;littorea;bakauaine, nana;NA;NA;NA;NA;7602;
507362;Melicytus;samoensis;samoensis;NA;NA;NA;NA;7759;
507363;Merrilliodendron;megacarpum;faniok;NA;NA;NA;NA;7774;
507364;Meryta;macrophylla;fagufagu;NA;NA;NA;NA;7776;
507366;Neonauclea;forsteri;afa;NA;NA;NA;NA;7948;
507373;Pandanus;kanehirae;buuk;NA;NA;NA;NA;8067;
507375;Pandanus;palawensis;ongor, ertochet;NA;NA;NA;NA;8076;
507376;Pandanus;patina;peet;NA;NA;NA;NA;8077;
507379;Pericopsis;mooniana;Pericopsis mooniana;NA;NA;NA;NA;8129;
507381;Pinanga;insignis;chebouch, demailei;NA;NA;NA;NA;8181;
507389;Rhizophora;apiculata;mangle;NA;NA;NA;NA;8458;
507394;Samadera;indica;etkeam, cheskeam;NA;NA;NA;NA;8503;
507395;Sarcopygme;pacifica;uunu;NA;NA;NA;NA;8544;
507416;Sonneratia;alba;mangrove;NA;NA;NA;NA;8639;
507418;Stemonurus;ammui;ngmui;NA;NA;NA;NA;8655;
507419;Streblus;anthropophagorum;anthropophagorum;NA;NA;NA;NA;8669;
507420;Terminalia;carolinensis;kehma;NA;NA;NA;NA;8749;
507422;Trichospermum;ledermannii;elsau, oleiulakersus;NA;NA;NA;NA;8838;
507423;Trichospermum;richii;maouli;NA;NA;NA;NA;8839;
507431;Weinmannia;affinis;Weinmannia affinis;NA;NA;NA;NA;8886;
507433;Xylocarpus;moluccensis;leilei;NA;NA;NA;NA;8904;
507441;Streblus;pendulinus;Hawaii roughbush;NA;NA;NA;NA;8670;
507443;Xylosma;crenata;sawtooth logwood;NA;NA;NA;NA;8907;
507454;Xylocarpus;granatum;lalanyog;NA;NA;NA;NA;8903;
507455;Rhizophora;mucronata;mangle hembra;NA;NA;NA;NA;8462;
507456;Pemphis;acidula;ngis;NA;NA;NA;NA;8123;
507457;Nypa;fruticans;toechel, teuechel;NA;NA;NA;NA;7974;
507517;Cibotium;menziesii;hapuu li;NA;NA;NA;NA;6548;
507566;Dracaena;fragrans;fragrant dracaena;NA;NA;NA;NA;6932;
507682;Carmona;retusa;scorpionbush;NA;NA;NA;NA;6397;
507744;Terminalia;ivorensis;Ivory Coast almond;NA;NA;NA;NA;8754;
507745;Terminalia;oblonga;Peruvian almond;NA;NA;NA;NA;8757;
507819;Acacia;aneura;mulga;NA;NA;NA;NA;6002;
507821;Albizia;saponaria;whiteflower albizia;NA;NA;NA;NA;6062;
507845;Quercus;polymorpha;Mexican white oak;NA;NA;NA;NA;8512;
507890;Hibiscadelphus;woodii;Woods hau kuahiwi;NA;NA;NA;NA;7392;
507894;Ficus;drupacea;brown-woolly fig;NA;NA;NA;NA;7154;
507895;Ficus;lyrata;fiddleleaf fig;NA;NA;NA;NA;7159;
507896;Ficus;rubiginosa;Port Jackson fig;NA;NA;NA;NA;7167;
507899;Morella;cerifera;Morella cerifera;NA;NA;NA;NA;7845;
507900;Morella;faya;firetree;NA;NA;NA;NA;7846;
508017;Maesopsis;eminii;umbrella-tree;NA;NA;NA;NA;7633;
508062;Kleinhovia;hospita;guest tree;NA;NA;NA;NA;7506;
508064;Luehea;speciosa;luehea;NA;NA;NA;NA;7600;
508067;Clerodendrum;chinense;stickbush;NA;NA;NA;NA;6632;
508097;Chrysolepis;chrysophylla;giant chinkapin, golden chinkapin;NA;NA;NA;NA;431;
508502;Aiphanes;minima;Aiphanes minima;NA;NA;NA;NA;6053;
511288;Consolea;moniliformis;Consolea moniliformis;NA;NA;NA;NA;6711;
511289;Consolea;rubescens;Consolea rubescens;NA;NA;NA;NA;6712;
514225;Graffenrieda;ottoschulzii;Graffenrieda ottoschulzii;NA;NA;NA;NA;7268;
516975;Melicope;hiiakae;Monoa melicope;NA;NA;NA;NA;7730;
520959;Samanea;saman;raintree;NA;NA;NA;NA;8505;
520970;Samyda;dodecandra;guayabilla;NA;NA;NA;NA;8556;
522777;Triadica;sebifera;Chinese tallowtree;NA;NA;NA;NA;994;
523625;Zapoteca;portoricensis;Zapoteca portoricensis;NA;NA;NA;NA;8938;
564851;Falcataria;;peacocksplume;NA;NA;NA;NA;7145;
564891;Ptychosperma;;Ptychosperma;NA;NA;NA;NA;8418;
564897;Samanea;;raintree;NA;NA;NA;NA;8506;
564939;Aglaia;;Aglaia;NA;NA;NA;NA;6047;
564941;Astronidium;;Astronidium;NA;NA;NA;NA;6189;
564955;Dysoxylum;;Dysoxylum;NA;NA;NA;NA;6971;
564960;Fagraea;;Fagraea;NA;NA;NA;NA;7143;
564961;Glochidion;;Glochidion;NA;NA;NA;NA;7250;
564964;Heritiera;;Heritiera;NA;NA;NA;NA;7362;
564965;Horsfieldia;;Horsfieldia;NA;NA;NA;NA;7431;
564974;Meryta;;Meryta;NA;NA;NA;NA;7778;
564979;Timonius;;Timonius;NA;NA;NA;NA;8808;
565034;Bunchosia;polystachia;Bunchosia polystachia;NA;NA;NA;NA;6297;
565052;Cecropia;schreberiana;pumpwood;NA;NA;NA;NA;6443;
565057;Cereus;hildmannianus;Cereus hildmannianus;NA;NA;NA;NA;6469;
565072;Clerodendrum;macrostegium;velvetleaf glorybower;NA;NA;NA;NA;6635;
565081;Conostegia;rufescens;Luquillo Mountain snailwood;NA;NA;NA;NA;6710;
565085;Cordia;dichotoma;fragrant manjack;NA;NA;NA;NA;6733;
565105;Cupaniopsis;anacardioides;carrotwood;NA;NA;NA;NA;866;
565111;Cyanea;kuhihewa;Limahuli Valley cyanea;NA;NA;NA;NA;6812;
565135;Dillenia;suffruticosa;shrubby dillenia;NA;NA;NA;NA;6898;
565146;Dypsis;lutescens;Dypsis lutescens;NA;NA;NA;NA;6966;
565147;Ebenopsis;ebano;Blackbead ebony;NA;NA;NA;NA;868;
565183;Falcataria;moluccana;peacocksplume;NA;NA;NA;NA;7144;
565193;Ficus;nota;tibig;NA;NA;NA;NA;7162;
565194;Ficus;thonningii;Chinese banyan;NA;NA;NA;NA;7175;
565219;Harpullia;arborea;fa`aili;NA;NA;NA;NA;7334;
565240;Inga;nobilis;Inga nobilis;NA;NA;NA;NA;7471;
565253;Jacquinia;armillaris;braceletwood;NA;NA;NA;NA;7485;
565264;Leandra;krugiana;Krug's roughleaf;NA;NA;NA;NA;7552;
565282;Lonchocarpus;heptaphyllus;broadleaf lancepod;NA;NA;NA;NA;7592;
565291;Malpighia;glabra;wild crapemyrtle;NA;NA;NA;NA;7646;
565292;Malpighia;infestissima;cowhage cherry;NA;NA;NA;NA;7647;
565300;Melicope;hosakae;Honolulu melicope;NA;NA;NA;NA;7731;
565304;Miconia;calvescens;velvet tree;NA;NA;NA;NA;7805;
565319;Nectandra;hihua;shinglewood;NA;NA;NA;NA;7933;
565320;Nectandra;turbacensis;Nectandra turbacensis;NA;NA;NA;NA;7939;
565321;Neolamarckia;cadamba;kadam;NA;NA;NA;NA;7944;
565326;Ochna;thomasiana;Thomas birds-eye bush;NA;NA;NA;NA;7978;
565378;Palicourea;croceoides;Palicourea croceoides;NA;NA;NA;NA;8049;
565399;Phyllanthus;distichus;pamakani mahu;NA;NA;NA;NA;8159;
565419;Poitea;florida;Poitea florida;NA;NA;NA;NA;8275;
565421;Poitea;punicea;Poitea punicea;NA;NA;NA;NA;8276;
565430;Prestoea;acuminata;Prestoea acuminata;NA;NA;NA;NA;8311;
565433;Pritchardia;perlmanii;Waioli Valley pritchardia;NA;NA;NA;NA;8330;
565434;Prosopis;juliflora;mesquite;NA;NA;NA;NA;8343;
565450;Rauvolfia;vomitoria;poison devils-pepper;NA;NA;NA;NA;8431;
565478;Salix;alba;"White willow;European willow ;white willow";NA;NA;63;Ww;927;
565486;Sapium;laurifolium;hinchahuevos;NA;NA;NA;NA;8535;
565523;Solanum;americanum;American black nightshade;NA;NA;NA;NA;8628;
565526;Solanum;nudum;forest nightshade;NA;NA;NA;NA;8632;
565568;Tibouchina;granulosa;Brazilian glorytree;NA;NA;NA;NA;8803;
565605;Yucca;brevifolia;Joshua tree;NA;NA;NA;NA;982;
565614;Eucalyptus;maculata;spotted gum;NA;NA;NA;NA;7043;
565970;Pinus;patula;Mexican weeping pine;NA;NA;NA;NA;8187;
717991;Tetraplasandra;;tetraplasandra;NA;NA;NA;NA;8775;
780686;Wedelia;biflora;ateate;NA;NA;NA;NA;8884;
817207;Heterospathe;elata;palma brava;NA;NA;NA;NA;7377;
